,IMDb-rating,appropriate_for,director,downloads,id,industry,language,posted_date,release_date,run_time,storyline,title,views,writer
98,5.9,R,Mary Nighy,642,371412,Hollywood / English,English,"04 Feb, 2023",Jan 20 2023,89,"A
 young woman trapped in an abusive relationship becomes the unwitting 
participant in an intervention staged by her two closest friends.","Alice, Darling","7,698","Alanna Francis, Mark Van de Ven"
99,6.1,TV-14,Marta Borowski,745,371411,Hollywood / English,English,"04 Feb, 2023",Jan 28 2023,,"The
 nationwide-media shocking story of young mother-of-two Sherri Papini, 
who disappears while jogging near her home, then reappears three weeks 
later on Thanksgiving Day claiming that two Hispanic women abused her.",Hoax: The Kidnapping of Sherri Papini,"9,218",Katie Boland
100,6.5,,Anurag Kashyap,"1,371",371410,Bollywood / Indian,"English,Urdu,Hindi","04 Feb, 2023",Feb 03 2023,,"Two
 unrequited love stories, burdened by social status, caste, religion, 
and inequality are breathlessly, heading on towards each other.",Almost Pyaar with DJ Mohabbat,"10,590",Anurag Kashyap
101,7.6,,Ranjit Jeyakodi,"7,729",371409,Tollywood,Hindi,"04 Feb, 2023",Feb 03 2023,123,"The
 gang fighting over places. A youngster decides to gain control of the 
area. Can he complete his dream of ruling over the place?",Michael,"32,599",Ranjit Jeyakodi
102,8.1,,Prabu Solomon,"1,682",371408,Tollywood,Hindi,"04 Feb, 2023",Dec 30 2022,140,"A bus named Anbu narrates the stories of its 24 passengers, giving a glimpse of their journey from Kodaikanal to Dindigul.",Sembi,"13,189",Prabu Solomon
103,6.2,,Sarath Menon,"1,760",371407,Tollywood,Hindi,"04 Feb, 2023",Feb 25 2022,157,"Karthi
 and Sidhu live with their mother. As a family, how they face life and 
deal with all the challenges thrown at them is what forms the crux of 
the story.",Veyil,"11,394",Sarath Menon
104,7.2,,Vamsi Paidipally,"35,710",370412,Tollywood,Hindi,"14 Jan, 2023",Jan 11 2023,169,Vijay Rajendran is a happy to-go lucky man. Things change when his foster father dies unexpectedly.,Varisu,"95,224","Vamsi Paidipally, Hari, Ahishor Solomon"
105,,,,"2,832",371406,Wrestling,English,"04 Feb, 2023",Feb 03 2023,,,WWE Smackdown 2023-02-03,"7,656",
106,6.9,R,Jean-François Richet,"7,676",370414,Hollywood / English,English,"14 Jan, 2023",Jan 13 2023,107,A pilot finds himself caught in a war zone after he's forced to land his commercial aircraft during a terrible storm.,Plane,"39,998","Charles Cumming, J.P. Davis"
107,4.3,,Luke Sparke,"2,437",371369,Hollywood / English,English,"03 Feb, 2023",Jan 13 2023,86,"Two
 estranged brothers come together and discover old family secrets after 
inheriting their grandfather's property. As their friends start to go 
missing, they fear they are being stalked by a creature lurking in the 
shadows.",Devil Beneath,"20,208",Luke Sparke
108,6.2,TV-G,Craig Pryce,177,371368,Hollywood / English,English,"03 Feb, 2023",Jan 01 2023,82,"Simon
 believes Chloe is the girl of his dreams but can't seem to win over her
 beloved pup. He enlists dog trainer, Alex, and soon finds himself 
wondering where his real connection might be.",The Dog Lover's Guide to Dating,"2,229","Deborah Wood, Catherine Reay, Kate Somerville"
109,7.8,,"Jaspal Singh Sandhu, Rajeev Barnwal","7,491",368997,Bollywood / Indian,Hindi,"12 Dec, 2022",Dec 09 2022,110,"Story
 of an old married couple who were satisfied with their mundane middle 
class life, till their son decides to go for higher studies to USA.",Vadh,"34,318","Rajeev Barnwal, Jaspal Singh Sandhu"
110,8.3,,Sripathy Karri,"3,244",371367,Tollywood,Hindi,"03 Feb, 2023",Dec 31 2022,124,"Set
 in fisherman's colony of jalaripeta, this is a twisty-roller coaster 
story of a happy go-lucky driver of a narcissistic rich man with a lot 
of influence. After both of them end up liking the same woman, conflicts
 ensue.",Korameenu,"14,445",Anand Ravi
111,6.4,,Sagar S. Sharma,"1,230",371366,Hollywood / English,English,"03 Feb, 2023",Jan 28 2023,,,Ghoda Dhai Kadam,"8,380",Kumar Ajay
112,,,,178,371365,Wrestling,English,"03 Feb, 2023",Feb 02 2023,,,TNA.Impact 2023-02-02,906,
113,7.2,PG-13,Ryan Coogler,"76,908",367538,Hollywood / English,"English,Hindi","11 Nov, 2022",Nov 11 2022,161,The people of Wakanda fight to protect their home from intervening world powers as they mourn the death of King T'Challa.,Black Panther: Wakanda Forever,"246,003","Ryan Coogler, Joe Robert Cole"
114,,,Daniel Diosdado,"1,438",371286,Hollywood / English,English,"02 Feb, 2023",Feb 14 2023,84,A mysterious figure starts to sabotage a local drug lords business in an attempt to lure him out to the deep woods of Sweden.,The Nomad,"15,732",Daniel Diosdado
115,6.4,,Brando Quilici,981,371285,Hollywood / English,English,"02 Feb, 2023",Oct 13 2022,94,A live-action fantasy adventure film set in the tropical forests of Himalayas.,Ta'igara: An Adventure in the Himalayas (The Tiger's Nest),"8,152","Brando Quilici, Hugh Hudson, Rupert Thomson"
116,3.6,,Anubys Lopez,"1,104",371284,Hollywood / English,"English,Spanish","02 Feb, 2023",Jan 10 2023,79,"When
 their car breaks down at a small Texan town, two sisters must do 
everything in their power to survive a sadistic pagan cult.",Those Who Call,"10,484",Anubys Lopez
117,7.6,R,Damien Chazelle,"7,068",369611,Hollywood / English,"Spanish,Italian,French,Mandarin,Cantonese,English","26 Dec, 2022",Dec 23 2022,189,"A
 tale of outsized ambition and outrageous excess, it traces the rise and
 fall of multiple characters during an era of unbridled decadence and 
depravity in early Hollywood.",Babylon,"60,340",Damien Chazelle
118,,PG-13,Jeff Wamester,"1,579",371283,Anime / Kids,English,"02 Feb, 2023",Feb 07 2023,83,"Kara,
 devastated by loss of Krypton struggles to adjust her new life on 
Earth. Superman mentors her. Meanwhile, she must contend with a 
mysterious group called the Dark Circle who searches for a powerful 
weapon held in the Academy's vault.",Legion of Super-Heroes,"14,136",Josie Campbell
119,4.9,R,Khoa Le,715,371234,Hollywood / English,English,"01 Feb, 2023",Jan 24 2023,99,"Bezos
 chronicles the true-life story of Jeff Bezos-a humble yet awkward 
entrepreneur on his mission to create Amazon, the world's largest 
e-commerce company, and turning himself into the richest man in the 
world.",Bezos,"8,924","Allison Burnett, Tashena Ebanks, R.V. Romero"
120,4.6,,Brigham McNeely,621,371233,Hollywood / English,English,"01 Feb, 2023",Feb 02 2022,80,"In the aftermath of a deadly virus that left millions dead, a young man looks to find his place in a world forever changed.",Airborne,"7,333","Steven Hancock, Brigham McNeely"
121,5.3,,John Swab,"4,036",371232,Hollywood / English,English,"01 Feb, 2023",Jan 06 2023,93,"A seemingly naive and devout young woman finds her way in the underground world of truck stop sex workers a.k.a. ""lot lizards.""",Candy Land,"23,561",John Swab
122,4.2,,Reggie Currelley,182,371231,Hollywood / English,English,"01 Feb, 2023",Dec 09 2022,103,Features a bromance with a killer twist.,The Hit,"3,178",Reggie Currelley
123,5.4,TV-14,Simone Stock,363,371230,Hollywood / English,English,"01 Feb, 2023",Jan 22 2023,,"Inspired
 by True Events: A young woman who unknowingly grew up in federal 
witness protection reels after her mother's murder, leading her to 
question everything that she thinks is true.",The Plot to Kill My Mother,"5,859",Lisa Joy
124,6.1,R,Neil Jordan,283,371876,Hollywood / English,English,"15 Feb, 2023",Feb 15 2023,110,"In late 1930's Bay City, a brooding, down on his luck detective is hired to find the ex-lover of a glamorous heiress.",Marlowe,"3,047","William Monahan, John Banville, Raymond Chandler"
125,4.7,,Sean Lahiff,"1,453",371943,Hollywood / English,English,"16 Feb, 2023",Dec 01 2022,93,"An
 aspiring documentarian and two conservationists who venture into the 
Outback to record the animals displaced by bushfires where they discover
 a terrifying new species.",Carnifex,"11,629",Shanti Gudgeon
126,8.1,,Venky Atluri,"1,557",372090,Tollywood,Hindi,"20 Feb, 2023",Feb 17 2023,139,The life of a young man and his struggles against the privatization of education.,Vaathi,"4,900",Venky Atluri
127,9,,Rohit Dhawan,"12,954",372039,Bollywood / Indian,Hindi,"18 Feb, 2023",Feb 17 2023,142,"Bantu
 is hated by his father Valmiki since he was a toddler. Samara, his boss
 show him affection and love until he discovers that the Jindals are his
 parents. Bantu decides to seek Jindals love and protect them from 
threats they facing.",Shehzada,"35,835","Hussain Dalal, Rohit Dhawan, Trivikram Srinivas"
128,6.6,TV-14,Simone Stock,760,371877,Hollywood / English,English,"15 Feb, 2023",Feb 11 2023,88,It follows Kara Robinson as she survives an abduction and ultimately brings down a serial killer.,The Girl Who Escaped: The Kara Robinson Story,"7,433",Haley Harris
129,8.8,,Xavier Manrique,75,371744,Hollywood / English,English,"13 Feb, 2023",Feb 03 2023,101,"Follows
 a New York City family hiding out in the Hamptons whose bubble is 
popped when a Bloody Mary-swilling, pot-smoking 'Charlie' comes to bring
 a lifetime of hurt that might heal them all.",Who Invited Charlie?,"1,679",Nicholas Schutt
130,5.7,PG-13,Aline Brosh McKenna,"2,712",371760,Hollywood / English,"English,Hindi","13 Feb, 2023",Feb 10 2023,109,"Two
 long-distance best friends change each other's lives when she decides 
to pursue a lifelong dream and he volunteers to keep an eye on her 
teenage son.",Your Place or Mine,"14,641",Aline Brosh McKenna
131,5,,Bess Wohl,622,371674,Hollywood / English,English,"10 Feb, 2023",Feb 03 2023,93,"The
 tightly scripted world of a vlogger and influencer unravels after she 
becomes a mother, in noted playwright Bess Wohl's feature debut.",Baby Ruby,"9,100",Bess Wohl
132,5.9,R,Jesse Eisenberg,436,371182,Hollywood / English,English,"31 Jan, 2023",Jan 20 2022,88,"Evelyn
 and her oblivious son Ziggy seek out replacements for each other as 
Evelyn desperately tries to parent an unassuming teenager at her 
shelter, while Ziggy fumbles through his pursuit of a brilliant young 
woman at school.",When You Finish Saving the World,"5,239",Jesse Eisenberg
133,5.8,,Giovanni Bognetti,200,371181,Hollywood / English,English,"31 Jan, 2023",Dec 19 2022,90,"When
 Alessandra and Emilio move to the city leaving their parents Carlo and 
Anna alone, life changes for everyone. In a few months the kids forget 
about their parents: a few phone calls, missed birthdays, missed 
funerals. But the last straw for these parents is knowing their kids 
won't be around for Christmas.",Natale a tutti i costi (The Price Of Family),"3,213",Giovanni Bognetti
134,6,,Robert Connolly,"1,522",370301,Hollywood / English,English,"12 Jan, 2023",Jan 01 2023,102,"Follows
 Abby, a child who befriends a magnificent wild blue groper while 
diving. When Abby realizes that the fish is under threat, she takes 
inspiration from her activist Mum, Dora, and takes on poachers to save 
her friend.",Blueback,"20,382","Robert Connolly, Tim Winton"
135,5,R,Ernie Barbarash,"10,337",354943,Hollywood / English,"English,Hindi","24 Jan, 2022",Jan 17 2022,100,"Claire, an ambitious young woman, starts working for a successful and 
rich businessman, but unknowingly gets involved in an affair with his 
wife.",Heatwave,"59,278",Chris Sivertson
136,4.3,,Michael Edmonds,445,371174,Hollywood / English,English,"31 Jan, 2023",Dec 15 2022,88,"A
 man goes through extreme measures to attempt to stop the ghosts of the 
girls he murdered in a snuff film from haunting while trying to keep the
 authorities off his back as well.",Bleach,"5,866","Michael Edmonds, Lenka Fucikova"
137,4.4,,Rhys Frake-Waterfield,931,371173,Hollywood / English,English,"31 Jan, 2023",Jan 26 2023,84,It follows Pooh and Piglet as they go on a rampage after Christopher Robin abandons them for college.,Winnie the Pooh: Blood and Honey,"7,756","Rhys Frake-Waterfield, A.A. Milne"
138,3.9,,A. Sarkunam,"3,260",371172,Tollywood,Hindi,"31 Jan, 2023",Nov 25 2022,136,"Poththaari
 is a former kabaddi player. He has two wives. The family lives together
 happily. Even though one has many heirs with one of his wives and just 
one with the other, the properties should be split equally as per the 
law.",Pattathu Arasan,"13,817",A. Sarkunam
139,2.9,,U.R.Jameel,"7,922",371171,Tollywood,Hindi,"31 Jan, 2023",Jul 22 2022,171,A young girl's killer is hunted by a police officer.,Maha,"30,096",U.R.Jameel
140,6,,"Andrey Goglev, Mohammad Kheyrandish","2,069",371170,Anime / Kids,English,"31 Jan, 2023",Apr 07 2022,90,"Dolphin
 Snowball rescues a little boy in the waves who survived a plane crash. 
Since then, friends, almost brothers, carelessly grow up together, 
exciting the marine life with their funny tricks. Until one day the 
peace of their joyful little world is destroyed by the evil Octopus. He 
banishes the boy to land, where he will have to learn to live among 
people and under...",Malchik-delfin,"14,917",Yana Kuzmina
141,5.5,PG,"Elaine Bogan, Ennio Torresan","9,833",346118,Anime / Kids,"English,Hindi","25 Jun, 2021",Jun 04 2021,88,"Lucky Prescott's life is changed forever when she moves from her home in
 the city to a small frontier town and befriends a wild mustang named 
Spirit.",Spirit Untamed,"45,039","Aury Wallington, Kristin Hahn, Katherine Nolfi"
142,,,,"3,180",371169,Wrestling,English,"31 Jan, 2023",Jan 30 2023,,,WWE Raw 2023-01-30,"8,681",
143,5.6,R,Jason Moore,"4,182",370212,Hollywood / English,English,"10 Jan, 2023",Jan 27 2023,100,"A
 couple's extravagant destination wedding is hijacked by criminals. In 
the process of saving their families, they rediscover why they fell in 
love in the first place.",Shotgun Wedding,"30,738",Mark Hammer
144,5.6,R,Kenya Barris,"1,968",371124,Hollywood / English,"English,Hindi","30 Jan, 2023",Jan 27 2023,117,"Follows
 a new couple and their families, who find themselves examining modern 
love and family dynamics amidst clashing cultures, societal expectations
 and generational differences.",You People,"9,284","Jonah Hill, Kenya Barris"
145,3.5,R,Deon Taylor,411,371117,Hollywood / English,English,"30 Jan, 2023",Jan 27 2023,98,A much needed getaway and a celebration weekend turns into a nightmare due to the contagious airborne threat.,Fear,"4,889","John Ferry, Deon Taylor"
146,6.8,,"Hiroyuki Seshita, Kôbun Shizuno, Keisuke Ide","1,140",371114,Anime / Kids,"English,Hindi","30 Jan, 2023",Jan 27 2023,92,"Lupin
 III competes with the Kisugi sisters to steal a triptych of paintings 
that once belonged to their father, and which hold the key to a 
long-unsolved mystery.",Rupan sansei vs Kyattsu ai (Lupin The 3rd vs. Cat's Eye),"6,501","Monkey Punch, Tsukasa Hôjô, Shuji Kuzuhara"
147,7.2,,Vishram Sawant,"23,507",371113,Bollywood / Indian,"Hindi,English","30 Jan, 2023",Jan 01 1970,143,It is a realistic film about poor people based in Mumbai who turn criminals.,Shooter,"72,539",Vishram Sawant
148,2.9,,Roshan Andrews,"3,041",371112,Tollywood,Hindi,"30 Jan, 2023",Nov 04 2022,133,"The
 plot revolves around four young cousins. Things change once one of them
 gets married. Will this change the equation between them?",Saturday Night,"20,377",Naveen Bhasskar
149,7.1,,,,371111,,,,,,,,,
150,,,,"1,447",371110,Wrestling,English,"30 Jan, 2023",Jan 27 2023,,,WWE Smackdown 2023-01-27,"5,173",
151,6.5,TV-MA,Russell Mulcahy,"5,677",371008,Hollywood / English,English,"27 Jan, 2023",Jan 26 2023,,"A
 terrifying evil has emerged. The wolves howl once again, but only a 
Werewolf like Scott McCall, can gather both new allies and reunite 
trusted friends to fight back against what could be the most powerful 
and deadliest enemy.",Teen Wolf: The Movie,"33,482","Jeff Davis, Will Wallace, Joseph P. Genier"
152,4.1,,Mike Ho,"2,342",371007,Hollywood / English,English,"27 Jan, 2023",Jan 06 2023,117,"Faith
 has it all as a mother and wife, but a year after what she believes was
 a car accident, Faith discovers that she is an Army special ops 
lieutenant with classified information.",Imani,"20,824","Amaleka McCall, Tu-Shonda Whitaker"
